head,relation,tail
location_6048_4671,hasSolarPotential,255.0
location_270_6570,hasSolarPotential,255.0
location_8687_4643,produces,solar_energy
location_4253_6438,hasSolarPotential,255.0
location_11060_6954,produces,solar_energy
location_2411_3767,hasSolarPotential,250.0
location_4801_381,produces,solar_energy
location_10548_1360,produces,solar_energy
location_13771_200,produces,solar_energy
location_1550_231,hasSolarPotential,255.0
location_5575_526,produces,solar_energy
location_3097_6695,hasSolarPotential,255.0
location_762_1430,produces,solar_energy
location_6229_6219,produces,solar_energy
location_1751_8422,produces,solar_energy
location_12643_19,hasSolarPotential,255.0
location_4876_3608,hasSolarPotential,255.0
location_4906_3007,hasSolarPotential,255.0
location_1036_6518,produces,solar_energy
location_12546_5236,hasSolarPotential,252.0
location_2121_727,produces,solar_energy
location_4080_2906,hasSolarPotential,255.0
location_1195_2043,produces,solar_energy
location_13165_1049,produces,solar_energy
location_12803_1426,hasSolarPotential,255.0
location_12614_3167,produces,solar_energy
location_8118_8103,hasSolarPotential,209.0
location_12356_935,hasSolarPotential,255.0
location_5948_6975,hasSolarPotential,255.0
location_3488_5124,hasSolarPotential,220.0
location_10564_2332,produces,solar_energy
location_10730_5114,hasSolarPotential,255.0
location_8363_1571,produces,solar_energy
location_6758_8935,produces,solar_energy
location_5961_3689,produces,solar_energy
location_9517_8434,produces,solar_energy
location_6981_741,produces,solar_energy
location_1326_8235,hasSolarPotential,255.0
location_1225_3823,produces,solar_energy
location_10108_2514,produces,solar_energy
location_4713_6261,produces,solar_energy
location_7053_1734,produces,solar_energy
location_4726_7011,hasSolarPotential,255.0
location_12953_1992,produces,solar_energy
location_1589_1425,hasSolarPotential,255.0
location_8541_8633,hasSolarPotential,243.0
location_12596_7595,hasSolarPotential,255.0
location_7015_1282,hasSolarPotential,255.0
location_6342_216,produces,solar_energy
location_9082_8876,produces,solar_energy
location_5494_6594,produces,solar_energy
location_14021_8428,produces,solar_energy
location_8628_3537,hasSolarPotential,255.0
location_14094_621,hasSolarPotential,255.0
location_9748_6040,produces,solar_energy
location_11383_2414,produces,solar_energy
location_1801_3353,produces,solar_energy
location_13652_3918,produces,solar_energy
location_3332_1552,produces,solar_energy
location_1329_1911,produces,solar_energy
location_9894_7080,hasSolarPotential,255.0
location_654_891,hasSolarPotential,255.0
location_1834_6311,produces,solar_energy
location_13261_6888,hasSolarPotential,255.0
location_5571_4268,hasSolarPotential,255.0
location_10873_2530,produces,solar_energy
location_9137_7685,hasSolarPotential,220.0
location_1816_2709,produces,solar_energy
location_1759_4999,produces,solar_energy
location_13688_518,produces,solar_energy
location_3416_4868,produces,solar_energy
location_11009_4191,produces,solar_energy
location_4520_5447,produces,solar_energy
location_8938_1827,hasSolarPotential,255.0
location_7898_4550,produces,solar_energy
location_10196_9078,produces,solar_energy
location_6297_9033,produces,solar_energy
location_4191_4167,produces,solar_energy
location_14095_8093,hasSolarPotential,255.0
location_7376_3420,hasSolarPotential,255.0
location_10080_5567,produces,solar_energy
location_484_6707,produces,solar_energy
location_5694_6869,produces,solar_energy
location_10327_4287,produces,solar_energy
location_9777_7109,hasSolarPotential,255.0
location_9208_5108,hasSolarPotential,255.0
location_4158_9,produces,solar_energy
location_12658_830,hasSolarPotential,255.0
location_3073_1318,produces,solar_energy
location_11214_8185,hasSolarPotential,255.0
location_13919_1795,hasSolarPotential,255.0
location_1735_8136,produces,solar_energy
location_2488_7166,hasSolarPotential,223.0
location_13364_6329,hasSolarPotential,255.0
location_1212_1923,produces,solar_energy
location_7779_5846,produces,solar_energy
location_2881_8254,hasSolarPotential,255.0
location_1973_584,hasSolarPotential,255.0
location_2418_329,hasSolarPotential,206.0
location_9103_6321,produces,solar_energy
location_9892_508,produces,solar_energy
location_9746_6223,produces,solar_energy
location_13565_3231,produces,solar_energy
location_46_1700,produces,solar_energy
location_4206_5368,hasSolarPotential,249.0
location_12225_8997,produces,solar_energy
location_9140_7512,hasSolarPotential,229.0
location_2569_1095,hasSolarPotential,206.0
location_6923_7019,produces,solar_energy
location_5944_2104,produces,solar_energy
location_9039_6509,hasSolarPotential,255.0
location_5804_7501,hasSolarPotential,255.0
location_9015_4739,hasSolarPotential,255.0
location_4779_7963,hasSolarPotential,255.0
location_1814_1240,hasSolarPotential,255.0
location_13980_7441,produces,solar_energy
location_1214_1281,produces,solar_energy
location_778_8316,produces,solar_energy
location_9559_6805,hasSolarPotential,255.0
location_10838_6998,produces,solar_energy
location_12859_861,hasSolarPotential,255.0
location_3594_6010,hasSolarPotential,255.0
location_12717_5992,produces,solar_energy
location_9651_7232,produces,solar_energy
location_12509_1890,produces,solar_energy
location_2411_9082,produces,solar_energy
location_5747_6212,produces,solar_energy
location_7071_6447,hasSolarPotential,255.0
location_6607_8966,hasSolarPotential,255.0
location_7947_7928,hasSolarPotential,250.0
location_3423_2088,produces,solar_energy
location_2619_8167,hasSolarPotential,255.0
location_13446_6268,hasSolarPotential,255.0
location_11144_3631,hasSolarPotential,255.0
location_10741_4411,hasSolarPotential,255.0
location_4993_1620,produces,solar_energy
location_8317_2524,produces,solar_energy
location_6961_3626,hasSolarPotential,255.0
location_11007_193,produces,solar_energy
location_5366_276,produces,solar_energy
location_4138_4701,hasSolarPotential,250.0
location_6077_4059,hasSolarPotential,255.0
location_8403_6995,hasSolarPotential,255.0
location_11857_3273,hasSolarPotential,255.0
location_10220_2900,hasSolarPotential,255.0
location_7167_7654,hasSolarPotential,252.0
location_7845_9170,hasSolarPotential,255.0
location_8691_2211,hasSolarPotential,255.0
location_10589_6620,produces,solar_energy
location_11270_4124,produces,solar_energy
location_1137_2523,hasSolarPotential,255.0
location_6736_5972,hasSolarPotential,255.0
location_8360_8021,hasSolarPotential,242.0
location_4167_4203,produces,solar_energy
location_1041_6819,produces,solar_energy
location_4127_6804,produces,solar_energy
location_10768_1648,hasSolarPotential,255.0
location_4715_8826,hasSolarPotential,255.0
location_9417_779,hasSolarPotential,255.0
location_11631_1129,produces,solar_energy
location_5943_5452,produces,solar_energy
location_1695_1845,produces,solar_energy
location_9705_7595,hasSolarPotential,228.0
location_629_5874,hasSolarPotential,255.0
location_12863_3820,hasSolarPotential,255.0
location_7368_6361,produces,solar_energy
location_12131_7554,hasSolarPotential,255.0
location_7913_3776,hasSolarPotential,255.0
location_10638_7335,produces,solar_energy
location_6991_7335,hasSolarPotential,250.0
location_5553_2395,produces,solar_energy
location_4094_5982,produces,solar_energy
location_8831_7453,hasSolarPotential,242.0
location_3042_776,hasSolarPotential,245.0
location_5791_7247,hasSolarPotential,255.0
location_9331_5416,produces,solar_energy
location_6464_8956,produces,solar_energy
location_2262_5951,produces,solar_energy
location_13607_3221,produces,solar_energy
location_6023_7546,hasSolarPotential,255.0
location_13930_5890,hasSolarPotential,255.0
location_4849_1467,produces,solar_energy
location_11343_4891,hasSolarPotential,255.0
location_190_6993,produces,solar_energy
location_8368_7029,hasSolarPotential,255.0
location_3935_5835,produces,solar_energy
location_6758_8935,hasSolarPotential,255.0
location_8943_963,hasSolarPotential,255.0
location_251_5747,hasSolarPotential,255.0
location_10451_2916,hasSolarPotential,255.0
location_262_5480,hasSolarPotential,255.0
location_7451_7518,hasSolarPotential,249.0
location_244_2332,produces,solar_energy
location_2092_7447,hasSolarPotential,216.0
location_270_4950,hasSolarPotential,255.0
location_441_2228,hasSolarPotential,255.0
location_552_4729,hasSolarPotential,255.0
location_8598_4424,produces,solar_energy
location_12430_54,hasSolarPotential,255.0
location_3251_1952,hasSolarPotential,206.0
location_11587_3699,produces,solar_energy
location_12233_293,hasSolarPotential,255.0
location_4879_6402,hasSolarPotential,255.0
location_8396_8611,produces,solar_energy
location_5342_8055,produces,solar_energy
location_6703_831,produces,solar_energy
location_1675_5949,hasSolarPotential,180.0
location_2018_6902,produces,solar_energy
location_4934_7314,produces,solar_energy
location_863_9275,hasSolarPotential,255.0
location_2819_2989,hasSolarPotential,255.0
location_306_7433,hasSolarPotential,255.0
location_10402_3048,hasSolarPotential,255.0
location_10824_7919,hasSolarPotential,228.0
location_12632_8196,produces,solar_energy
location_8518_2801,hasSolarPotential,255.0
location_7431_2705,produces,solar_energy
location_8043_9311,hasSolarPotential,255.0
location_6357_6036,produces,solar_energy
location_13206_504,produces,solar_energy
location_3770_2753,hasSolarPotential,255.0
location_13720_7466,hasSolarPotential,215.0
location_8285_3597,hasSolarPotential,255.0
location_11210_2659,produces,solar_energy
location_14071_1311,produces,solar_energy
location_3540_2781,produces,solar_energy
location_3220_1918,hasSolarPotential,245.0
location_4613_7672,hasSolarPotential,255.0
location_1691_7433,produces,solar_energy
location_9410_968,hasSolarPotential,255.0
location_5520_8973,hasSolarPotential,255.0
location_186_3376,hasSolarPotential,255.0
location_5262_2914,produces,solar_energy
location_9667_4443,hasSolarPotential,255.0
location_6493_8675,produces,solar_energy
location_6548_6529,hasSolarPotential,255.0
location_3178_983,hasSolarPotential,245.0
location_7423_8454,produces,solar_energy
location_7864_8897,hasSolarPotential,255.0
location_8965_7493,hasSolarPotential,229.0
location_3026_9276,hasSolarPotential,255.0
location_12355_1993,produces,solar_energy
location_4967_425,hasSolarPotential,255.0
location_6034_8336,produces,solar_energy
location_13011_5883,hasSolarPotential,255.0
location_10273_4353,produces,solar_energy
location_10473_6814,hasSolarPotential,230.0
location_6376_4385,hasSolarPotential,255.0
location_4931_7494,produces,solar_energy
location_1732_7999,produces,solar_energy
location_9478_7105,hasSolarPotential,255.0
location_12811_6491,hasSolarPotential,255.0
location_12887_3544,hasSolarPotential,255.0
location_11801_7019,produces,solar_energy
location_4849_1467,hasSolarPotential,255.0
location_2433_177,produces,solar_energy
location_11617_2824,hasSolarPotential,255.0
location_10016_3134,hasSolarPotential,255.0
location_7523_5377,hasSolarPotential,255.0
location_4230_2809,hasSolarPotential,255.0
location_13259_5521,hasSolarPotential,255.0
location_6044_6997,hasSolarPotential,255.0
location_11175_2805,produces,solar_energy
location_13406_4295,hasSolarPotential,255.0
location_5923_5317,produces,solar_energy
location_11697_4390,hasSolarPotential,255.0
location_8664_1319,hasSolarPotential,255.0
location_1534_6688,produces,solar_energy
location_9844_2147,produces,solar_energy
location_5500_7094,produces,solar_energy
location_3401_3774,hasSolarPotential,255.0
location_8182_7774,hasSolarPotential,243.0
location_315_8898,hasSolarPotential,255.0
location_2600_4271,hasSolarPotential,226.0
location_10056_6060,produces,solar_energy
location_11938_1643,produces,solar_energy
location_13480_122,hasSolarPotential,255.0
location_5436_2455,produces,solar_energy
location_6624_3497,produces,solar_energy
location_5369_382,hasSolarPotential,90.0
location_12895_4186,hasSolarPotential,255.0
location_5480_1576,produces,solar_energy
location_14040_853,produces,solar_energy
location_2343_741,produces,solar_energy
location_15_5374,hasSolarPotential,255.0
location_6460_3199,hasSolarPotential,255.0
location_2357_4963,hasSolarPotential,199.0
location_10563_4871,hasSolarPotential,255.0
location_12369_2184,hasSolarPotential,255.0
location_11044_7961,produces,solar_energy
location_8292_7181,hasSolarPotential,255.0
location_11190_2761,produces,solar_energy
location_13428_6494,produces,solar_energy
location_9149_1331,produces,solar_energy
location_7226_8836,produces,solar_energy
location_9077_1652,hasSolarPotential,255.0
location_7549_6894,produces,solar_energy
location_12237_1897,hasSolarPotential,255.0
location_1148_1706,hasSolarPotential,255.0
location_11134_6344,hasSolarPotential,229.0
location_10030_3238,hasSolarPotential,255.0
location_8826_5160,hasSolarPotential,255.0
location_11529_534,produces,solar_energy
location_7256_178,hasSolarPotential,255.0
location_4963_8290,hasSolarPotential,255.0
location_4885_6938,hasSolarPotential,255.0
location_10096_9401,produces,solar_energy
location_8248_2454,produces,solar_energy
location_9222_5056,produces,solar_energy
location_10169_1843,hasSolarPotential,255.0
location_10026_7402,produces,solar_energy
location_5747_3903,hasSolarPotential,255.0
location_9894_7080,produces,solar_energy
location_8656_7052,hasSolarPotential,255.0
location_5850_989,produces,solar_energy
location_5471_4501,hasSolarPotential,255.0
location_2183_9431,produces,solar_energy
location_5878_169,hasSolarPotential,255.0
location_7941_5091,produces,solar_energy
location_2625_8508,hasSolarPotential,255.0
location_13537_889,hasSolarPotential,255.0
location_3362_8721,hasSolarPotential,255.0
location_353_6995,produces,solar_energy
location_3886_3547,produces,solar_energy
location_1145_3399,hasSolarPotential,218.0
location_14062_3347,produces,solar_energy
location_9308_964,produces,solar_energy
location_4087_4741,hasSolarPotential,245.0
location_13313_3308,hasSolarPotential,255.0
location_9810_1734,produces,solar_energy
location_3941_3241,produces,solar_energy
location_452_3725,produces,solar_energy
location_7922_293,hasSolarPotential,255.0
location_6692_4831,produces,solar_energy
location_241_528,produces,solar_energy
location_1604_5586,hasSolarPotential,164.0
location_9894_8851,produces,solar_energy
location_2229_4698,hasSolarPotential,212.0
location_660_6380,hasSolarPotential,255.0
location_3844_404,produces,solar_energy
location_12113_1053,hasSolarPotential,255.0
location_13112_9242,produces,solar_energy
location_8074_7881,produces,solar_energy
location_5418_2245,hasSolarPotential,255.0
location_9369_6100,hasSolarPotential,255.0
location_3357_1781,produces,solar_energy
location_1392_4414,produces,solar_energy
location_4513_2359,produces,solar_energy
location_4956_1535,hasSolarPotential,255.0
location_4070_4686,hasSolarPotential,247.0
location_1616_3408,hasSolarPotential,241.0
location_800_683,produces,solar_energy
location_10103_2703,hasSolarPotential,255.0
location_11674_2341,hasSolarPotential,255.0
location_11576_1813,produces,solar_energy
location_3357_1781,hasSolarPotential,245.0
location_12706_4550,produces,solar_energy
location_6716_5334,produces,solar_energy
location_1657_365,hasSolarPotential,255.0
location_11579_8257,produces,solar_energy
location_7893_5780,hasSolarPotential,255.0
location_5811_7582,produces,solar_energy
location_2496_8487,produces,solar_energy
location_5586_1011,produces,solar_energy
location_4950_7261,hasSolarPotential,255.0
location_5018_7188,hasSolarPotential,255.0
location_1074_7942,hasSolarPotential,255.0
location_5484_3664,produces,solar_energy
location_11467_1228,hasSolarPotential,255.0
location_13278_296,produces,solar_energy
location_9172_7094,produces,solar_energy
location_11731_2612,produces,solar_energy
location_4103_7406,produces,solar_energy
location_11181_8992,produces,solar_energy
location_12860_2173,hasSolarPotential,255.0
location_12867_8596,produces,solar_energy
location_7980_9330,produces,solar_energy
location_11664_5384,hasSolarPotential,242.0
location_1836_9165,hasSolarPotential,255.0
location_12371_2735,produces,solar_energy
location_7914_346,hasSolarPotential,255.0
location_3744_3520,produces,solar_energy
location_2551_5894,produces,solar_energy
location_7989_7912,hasSolarPotential,251.0
location_4450_7329,hasSolarPotential,255.0
location_12371_3290,produces,solar_energy
location_6919_3923,hasSolarPotential,255.0
location_9858_1427,hasSolarPotential,255.0
location_11314_7444,produces,solar_energy
location_6434_4661,hasSolarPotential,255.0
location_1923_1848,hasSolarPotential,255.0
location_10853_6350,hasSolarPotential,221.0
location_4957_7971,hasSolarPotential,255.0
location_12163_5561,hasSolarPotential,252.0
location_7222_6143,hasSolarPotential,255.0
location_3769_7590,hasSolarPotential,255.0
location_7620_79,produces,solar_energy
location_7297_7215,hasSolarPotential,240.0
location_4512_4856,hasSolarPotential,255.0
location_3819_5933,produces,solar_energy
location_11316_664,produces,solar_energy
location_7557_291,hasSolarPotential,255.0
location_858_2028,produces,solar_energy
location_7859_2267,hasSolarPotential,255.0
location_6210_9378,hasSolarPotential,255.0
location_5605_8233,hasSolarPotential,255.0
location_12634_737,produces,solar_energy
location_6797_2219,produces,solar_energy
location_2684_7336,hasSolarPotential,255.0
location_6593_7144,produces,solar_energy
location_13065_4529,hasSolarPotential,255.0
location_13714_6949,produces,solar_energy
location_7939_5935,produces,solar_energy
location_13113_3786,produces,solar_energy
location_6856_6640,produces,solar_energy
location_6692_6953,produces,solar_energy
location_13506_8906,produces,solar_energy
location_6981_8510,produces,solar_energy
location_3223_9091,produces,solar_energy
location_6302_7282,produces,solar_energy
location_583_8731,produces,solar_energy
location_2583_626,hasSolarPotential,206.0
location_10609_638,hasSolarPotential,255.0
location_5155_5592,produces,solar_energy
location_5900_2128,hasSolarPotential,255.0
location_2134_6321,produces,solar_energy
location_10899_8971,produces,solar_energy
location_11779_8376,produces,solar_energy
location_9221_5693,produces,solar_energy
location_7423_7008,produces,solar_energy
location_13728_3955,produces,solar_energy
location_5771_4626,hasSolarPotential,255.0
location_2433_6474,produces,solar_energy
location_434_7412,produces,solar_energy
location_4885_5375,produces,solar_energy
location_3667_904,produces,solar_energy
location_5532_5765,hasSolarPotential,255.0
location_8851_7887,hasSolarPotential,228.0
location_12632_1564,hasSolarPotential,255.0
location_7777_3558,hasSolarPotential,255.0
location_861_4589,hasSolarPotential,255.0
location_344_8623,produces,solar_energy
location_11709_5357,hasSolarPotential,242.0
location_12759_3549,produces,solar_energy
location_7746_8584,produces,solar_energy
location_11112_3911,produces,solar_energy
location_3489_4616,hasSolarPotential,255.0
location_10290_4876,produces,solar_energy
location_8171_4750,produces,solar_energy
location_12411_4262,hasSolarPotential,255.0
location_7662_7975,produces,solar_energy
location_6651_5607,produces,solar_energy
location_10645_9006,hasSolarPotential,255.0
location_10628_3708,hasSolarPotential,255.0
location_1227_7753,produces,solar_energy
location_4816_5351,produces,solar_energy
location_4397_5745,hasSolarPotential,255.0
location_14100_1766,produces,solar_energy
location_12273_1220,hasSolarPotential,255.0
location_6374_1361,hasSolarPotential,255.0
location_10901_5423,produces,solar_energy
location_856_1061,produces,solar_energy
location_11577_1451,hasSolarPotential,242.0
location_4739_1076,produces,solar_energy
location_4813_8605,hasSolarPotential,255.0
location_1158_6220,hasSolarPotential,208.0
location_11351_5576,produces,solar_energy
location_7636_4308,hasSolarPotential,255.0
location_3668_2985,produces,solar_energy
location_1780_3523,hasSolarPotential,250.0
location_157_1658,produces,solar_energy
location_4341_5010,produces,solar_energy
location_10256_3732,produces,solar_energy
location_12218_5139,produces,solar_energy
location_2107_1850,hasSolarPotential,255.0
location_6798_1843,produces,solar_energy
location_13403_8755,produces,solar_energy
location_11972_4167,produces,solar_energy
location_11492_4509,hasSolarPotential,255.0
location_2433_8818,hasSolarPotential,255.0
location_3761_4268,hasSolarPotential,255.0
location_6584_95,produces,solar_energy
location_8957_6284,hasSolarPotential,255.0
location_3397_4611,produces,solar_energy
location_13843_7538,produces,solar_energy
location_3584_272,produces,solar_energy
location_2066_2345,produces,solar_energy
location_9610_6485,produces,solar_energy
location_6015_1066,produces,solar_energy
location_13953_6620,produces,solar_energy
location_12762_3434,hasSolarPotential,255.0
location_6631_8111,produces,solar_energy
location_1595_8956,hasSolarPotential,255.0
location_12580_9151,hasSolarPotential,255.0
location_1524_5348,produces,solar_energy
location_11334_8714,produces,solar_energy
location_2965_5480,produces,solar_energy
location_10178_1507,hasSolarPotential,255.0
location_7982_9091,hasSolarPotential,255.0
location_7879_5874,produces,solar_energy
location_5369_4347,hasSolarPotential,255.0
location_10845_3501,produces,solar_energy
location_3330_4297,produces,solar_energy
location_12986_586,hasSolarPotential,255.0
location_13461_7683,hasSolarPotential,255.0
location_8405_528,produces,solar_energy
location_100_1068,hasSolarPotential,255.0
location_10512_9145,hasSolarPotential,255.0
location_7100_590,produces,solar_energy
location_10021_651,hasSolarPotential,255.0
location_7340_369,produces,solar_energy
location_2604_4416,hasSolarPotential,244.0
location_6944_631,produces,solar_energy
location_10402_3048,produces,solar_energy
location_13492_3327,hasSolarPotential,255.0
location_7184_6941,hasSolarPotential,255.0
location_160_518,produces,solar_energy
location_10705_3246,hasSolarPotential,255.0
location_4761_1495,produces,solar_energy
location_7629_6689,hasSolarPotential,255.0
location_2518_2247,produces,solar_energy
location_4371_4822,produces,solar_energy
location_411_1281,produces,solar_energy
location_10852_8428,produces,solar_energy
location_8252_3037,hasSolarPotential,255.0
location_8940_5332,produces,solar_energy
location_3995_2969,hasSolarPotential,255.0
location_8150_4438,produces,solar_energy
location_12613_1546,hasSolarPotential,255.0
location_9052_9233,produces,solar_energy
location_6910_2882,hasSolarPotential,255.0
location_3477_8278,produces,solar_energy
location_11958_5567,hasSolarPotential,242.0
location_6895_3415,produces,solar_energy
location_2971_2406,produces,solar_energy
location_3614_4420,hasSolarPotential,255.0
location_2976_3538,produces,solar_energy
location_1175_2122,produces,solar_energy
location_8572_6518,produces,solar_energy
location_2396_8027,hasSolarPotential,255.0
location_5085_3673,produces,solar_energy
location_12506_8309,hasSolarPotential,255.0
location_2790_6963,hasSolarPotential,255.0
location_389_4408,produces,solar_energy
location_8210_8111,hasSolarPotential,223.0
location_7025_5964,produces,solar_energy
location_1387_4044,hasSolarPotential,226.0
location_9809_8127,produces,solar_energy
location_4766_2230,produces,solar_energy
location_5321_7468,produces,solar_energy
location_3984_5891,produces,solar_energy
location_12298_3097,hasSolarPotential,255.0
location_7918_743,produces,solar_energy
location_2949_8491,produces,solar_energy
location_9488_8648,produces,solar_energy
location_80_4167,produces,solar_energy
location_8321_9128,produces,solar_energy
location_7798_6149,produces,solar_energy
location_11350_3057,hasSolarPotential,255.0
location_11957_2110,hasSolarPotential,255.0
location_9032_7653,produces,solar_energy
location_2343_1894,hasSolarPotential,206.0
location_13908_900,hasSolarPotential,255.0
location_5327_4340,hasSolarPotential,255.0
location_4213_2217,produces,solar_energy
location_5426_3514,hasSolarPotential,255.0
location_2861_9390,hasSolarPotential,255.0
location_5753_7547,hasSolarPotential,255.0
location_313_3047,hasSolarPotential,255.0
location_7303_7104,produces,solar_energy
location_1807_6637,produces,solar_energy
location_6678_6167,hasSolarPotential,255.0
location_10103_2703,produces,solar_energy
location_7141_8687,produces,solar_energy
location_10327_437,produces,solar_energy
location_4523_2431,produces,solar_energy
location_13647_8583,hasSolarPotential,255.0
location_8400_8275,hasSolarPotential,231.0
location_2257_2270,hasSolarPotential,255.0
location_13821_4274,hasSolarPotential,255.0
location_3669_245,hasSolarPotential,255.0
location_4647_1557,produces,solar_energy
location_6110_8519,produces,solar_energy
location_771_4668,hasSolarPotential,255.0
location_642_8495,hasSolarPotential,255.0
location_11471_7941,produces,solar_energy
location_785_804,hasSolarPotential,255.0
location_2002_9174,hasSolarPotential,255.0
location_1261_1680,produces,solar_energy
location_10866_3633,hasSolarPotential,255.0
location_8915_5529,hasSolarPotential,255.0
location_9538_3143,hasSolarPotential,255.0
location_13673_1454,hasSolarPotential,255.0
location_10000_6194,produces,solar_energy
location_3602_2254,hasSolarPotential,255.0
location_5412_7427,hasSolarPotential,255.0
location_7762_6914,produces,solar_energy
location_1225_5222,produces,solar_energy
location_2012_3572,hasSolarPotential,202.0
location_7375_9153,hasSolarPotential,255.0
location_11362_1459,hasSolarPotential,255.0
location_12242_7408,hasSolarPotential,255.0
location_11602_8423,produces,solar_energy
location_4685_3132,hasSolarPotential,255.0
location_10474_6483,produces,solar_energy
location_6564_1068,produces,solar_energy
location_4493_4380,hasSolarPotential,255.0
location_1872_102,hasSolarPotential,255.0
location_10640_446,produces,solar_energy
location_3298_2349,produces,solar_energy
location_6585_4277,hasSolarPotential,255.0
location_13906_371,hasSolarPotential,255.0
location_7077_5023,produces,solar_energy
location_4932_6172,produces,solar_energy
location_13444_6046,produces,solar_energy
location_3820_9303,produces,solar_energy
location_2095_1916,hasSolarPotential,255.0
location_846_8124,hasSolarPotential,255.0
location_9511_1087,hasSolarPotential,255.0
location_4380_7630,hasSolarPotential,255.0
location_10047_5380,hasSolarPotential,255.0
location_5242_4735,hasSolarPotential,255.0
location_5261_2806,produces,solar_energy
location_10480_3842,produces,solar_energy
location_6643_1834,produces,solar_energy
location_13698_1391,hasSolarPotential,255.0
location_9665_6584,produces,solar_energy
location_8210_2108,produces,solar_energy
location_6120_1366,produces,solar_energy
location_3395_3542,produces,solar_energy
location_329_3127,produces,solar_energy
location_10979_6279,hasSolarPotential,230.0
location_2626_8292,hasSolarPotential,255.0
location_1008_8513,produces,solar_energy
location_64_392,hasSolarPotential,255.0
location_9928_7555,produces,solar_energy
location_9836_409,produces,solar_energy
location_9463_8310,hasSolarPotential,240.0
location_12807_4764,hasSolarPotential,255.0
location_1686_2695,produces,solar_energy
location_2278_9209,hasSolarPotential,255.0
location_10629_8722,produces,solar_energy
location_2065_4209,produces,solar_energy
location_7501_179,produces,solar_energy
location_4195_7007,hasSolarPotential,255.0
location_2099_2842,produces,solar_energy
location_12432_4289,hasSolarPotential,255.0
location_5578_7172,hasSolarPotential,255.0
location_13800_2997,produces,solar_energy
location_7162_2199,hasSolarPotential,255.0
location_1293_2041,hasSolarPotential,255.0
location_12996_2119,produces,solar_energy
location_2242_7701,produces,solar_energy
location_231_2794,produces,solar_energy
location_12913_3674,hasSolarPotential,255.0
location_9004_2597,produces,solar_energy
location_5455_8226,hasSolarPotential,255.0
location_8881_9125,hasSolarPotential,255.0
location_12953_2176,produces,solar_energy
location_4587_296,hasSolarPotential,255.0
location_12000_1784,produces,solar_energy
location_8867_7090,produces,solar_energy
location_4193_5923,hasSolarPotential,255.0
location_6546_8804,hasSolarPotential,255.0
location_4445_6334,produces,solar_energy
location_12200_7790,produces,solar_energy
location_925_3546,produces,solar_energy
location_8215_7972,hasSolarPotential,253.0
location_1394_4904,hasSolarPotential,181.0
location_10346_1596,produces,solar_energy
location_738_9294,produces,solar_energy
location_7411_8484,produces,solar_energy
location_11033_5029,hasSolarPotential,255.0
location_2502_4916,hasSolarPotential,186.0
location_2228_6689,hasSolarPotential,224.0
location_418_2933,produces,solar_energy
location_11567_1202,hasSolarPotential,247.0
location_6978_4576,hasSolarPotential,255.0
location_10520_9435,hasSolarPotential,255.0
location_2437_8721,hasSolarPotential,255.0
location_2490_5752,hasSolarPotential,215.0
location_8723_6549,produces,solar_energy
location_13938_6492,produces,solar_energy
location_6461_5883,produces,solar_energy
location_7733_4107,hasSolarPotential,255.0
location_14069_1962,hasSolarPotential,255.0
location_13814_7090,hasSolarPotential,255.0
location_4286_3469,produces,solar_energy
location_1521_7060,produces,solar_energy
location_3820_9303,hasSolarPotential,255.0
location_6443_4187,hasSolarPotential,255.0
location_6700_4617,hasSolarPotential,255.0
location_9154_3189,hasSolarPotential,255.0
location_8711_1875,produces,solar_energy
location_5436_3460,produces,solar_energy
location_1589_4243,hasSolarPotential,203.0
location_2491_8815,produces,solar_energy
location_6444_7979,produces,solar_energy
location_12275_2420,produces,solar_energy
location_8958_4358,hasSolarPotential,255.0
location_9149_661,hasSolarPotential,255.0
location_12474_7560,hasSolarPotential,255.0
location_1052_4801,hasSolarPotential,199.0
location_9546_9122,produces,solar_energy
location_10580_9392,hasSolarPotential,255.0
location_3323_2684,hasSolarPotential,255.0
location_13197_377,produces,solar_energy
location_13404_326,produces,solar_energy
location_8804_5612,hasSolarPotential,255.0
location_11921_5820,produces,solar_energy
location_6365_7115,produces,solar_energy
location_12104_2564,produces,solar_energy
location_896_4270,hasSolarPotential,255.0
location_2155_3904,hasSolarPotential,186.0
location_8340_2412,hasSolarPotential,255.0
location_2858_7617,hasSolarPotential,255.0
location_4950_2500,produces,solar_energy
location_3704_4440,produces,solar_energy
location_1688_5227,produces,solar_energy
location_2092_7529,produces,solar_energy
location_13301_2492,produces,solar_energy
location_8465_6598,hasSolarPotential,255.0
location_4333_1374,produces,solar_energy
location_8827_2307,hasSolarPotential,255.0
location_2426_8842,produces,solar_energy
location_6147_8478,hasSolarPotential,255.0
location_13123_5893,produces,solar_energy
location_4368_6737,hasSolarPotential,255.0
location_40_5445,hasSolarPotential,255.0
location_4499_1009,hasSolarPotential,255.0
location_11362_947,hasSolarPotential,255.0
location_1675_3094,hasSolarPotential,255.0
location_9624_9167,produces,solar_energy
location_10076_3369,produces,solar_energy
location_2037_3296,hasSolarPotential,255.0
location_13803_6919,hasSolarPotential,255.0
location_9711_6574,hasSolarPotential,255.0
location_8189_7010,produces,solar_energy
location_9189_242,hasSolarPotential,255.0
location_11007_2761,produces,solar_energy
location_3604_2928,produces,solar_energy
location_2195_5633,produces,solar_energy
location_5041_8478,produces,solar_energy
